0,1
bow0,2.6765661239624023
bow1,2.5802206993103027
bow2,2.174572467803955
bow3,2.6241416931152344
bow4,2.1565499305725098
bow5,2.7065601348876958
bow6,2.1895651817321777
tf_idf0,1.940847635269165
tf_idf1,1.8396406173706052
tf_idf2,1.525221347808838
tf_idf3,1.8440375328063965
tf_idf4,1.4233636856079102
tf_idf5,1.7361817359924316
tf_idf6,1.562946081161499
bert_base_mean0,358.35098338127136
bert_base_mean1,360.7428734302521
bert_base_mean2,331.3391628265381
bert_base_mean3,346.0576009750366
bert_base_mean4,342.5494689941406
bert_base_mean5,343.7269744873047
bert_base_mean6,339.53162026405334
bert_base_max0,348.2757155895233
bert_base_max1,348.5837986469269
bert_base_max2,342.5795702934265
bert_base_max3,345.9510085582733
bert_base_max4,342.71932315826416
bert_base_max5,345.61274909973145
bert_base_max6,340.4966368675232
bert_miniLM0,173.83104872703552
bert_miniLM1,172.75281524658203
bert_miniLM2,160.24459195137024
bert_miniLM3,170.61936926841736
bert_miniLM4,170.43457770347595
bert_miniLM5,165.57814145088196
bert_miniLM6,156.80918312072754
word2vec0,12571.722385168076
word2vec1,7963.623647689819
word2vec2,3067.3924646377563
word2vec3,12483.735020399094
word2vec4,7622.299826145172
word2vec5,8075.317122220993
word2vec6,3051.333763599396
doc2vec0,90.96366620063782
doc2vec1,98.13065671920776
doc2vec2,71.79615449905396
doc2vec3,94.27690482139587
doc2vec4,69.7825174331665
doc2vec5,95.50068044662476
doc2vec6,71.2212393283844
